Client Name,Total Assistance,Total Investment,Investment Gain,Condition,Estimated Jobs,Country,SME,Ownership,Status,Constituency,Sector
CES Quarry Products Limited,7749,19697,11948.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
CES Quarry Products Limited,4851,9900,5049.0,Developing Skills,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
Chain Reaction Cycles Ltd,97962,355800,257838.0,Developing Skills,0,Northern Ireland,Non SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
CES Quarry Products Limited,24450,81500,57050.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
CET Limited,42000,346650,304650.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES
CET Limited,1838,3750,1912.0,Developing Skills,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES
CET Limited,3000,6000,3000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES
CET Limited,4580,9160,4580.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES
CET Limited,2060,4120,2060.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES
CET Limited,2568,5135,2567.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES
CE-Tech,22000,517000,495000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
CE-Tech,919,1875,956.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
CE-Tech,10108,20216,10108.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ceva,49000,746000,697000.0,Creating Jobs / Capital Investment / Business Development,10,United States of America,Non SME,External,Existing,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Chaka Travel Ltd,20000,117000,97000.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Chaka Travel Ltd,1920,4800,2880.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Champion Sound Music,5880,12000,6120.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,"ARTS, ENTERTAINMENT AND RECREATION"
Champion Sound Music,12000,113000,101000.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,BELFAST NORTH,"ARTS, ENTERTAINMENT AND RECREATION"
Champion Sound Music,1140,2280,1140.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,"ARTS, ENTERTAINMENT AND RECREATION"
Changeover Technologies Limited,151786,379464,227678.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Changeover Technologies Limited,24359.09,96589.44,72230.35,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Changeover Technologies Limited,10000,21000,11000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,277011.48,672307,395295.52,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,22750,45500,22750.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,10000,21603,11603.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,7250,14500,7250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,46484.97,175281.4,128796.43,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Changeover Technologies Limited,250000,1328000,1078000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,250000,500000,250000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,348257.98,700000,351742.02,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Changeover Technologies Limited,49750,111129.16,61379.16,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Chapman Foods,450,900,450.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Chapman Foods,46778,246200,199422.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Chapman Foods,28940,54480,25540.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Chargifi Limited,328000,3640000,3312000.0,Creating Jobs / Capital Investment / Business Development,41,Great Britain,SME,External,New,BELFAST SOUTH,MANUFACTURING
Chargifi Limited,2500,5000,2500.0,Developing Innovation & Technology  ,0,Great Britain,SME,External,Existing,BELFAST SOUTH,MANUFACTURING
Chargifi Limited,4250,8500,4250.0,Developing Innovation & Technology  ,0,Great Britain,SME,External,Existing,BELFAST SOUTH,MANUFACTURING
Charlemont Arms Hotel,13824,46080,32256.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Charles Brand Group Limited,20000,56250,36250.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST EAST,CONSTRUCTION
Charles O'Doherty & Sons Limited,5850,11700,5850.0,Developing Skills,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Chef Software Inc.,357500,3850000,3492500.0,Creating Jobs / Capital Investment / Business Development,55,United States of America,Non SME,External,New,BELFAST SOUTH,INFORMATION AND COMMUNICATION
ChefSkills Online Limited,30000,247110,217110.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,MID ULSTER,EDUCATION
Chemical Services Ltd,33700,294000,260300.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
Cherry Cottage Nurseries and Garden Centre Ltd,5000,6600,1600.0,Covid Support,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Cherry Pipes Limited,41400,706640,665240.0,Creating Jobs / Capital Investment / Business Development,9,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Cherry Pipes Limited,10000,20150,10150.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Cherry Pipes Limited,20000,20000,0.0,Developing Skills,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Cherry Pipes Limited,40000,119326,79326.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Cheswick Kitchen Company Limited,25200,102000,76800.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,FOYLE,MANUFACTURING
Cheswick Kitchen Company Limited,1500,3750,2250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FOYLE,MANUFACTURING
Cheswick Kitchen Company Limited,41000,61500,20500.0,Other,0,Northern Ireland,SME,Local,Local,FOYLE,MANUFACTURING
Chicmyroom,6000,18120,12120.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Chicmyroom,6400,12800,6400.0,Covid Support,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Children's Music Academy,11467,11467,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,EDUCATION
Chill Off Licence,19440,38880,19440.0,Covid Support,0,Northern Ireland,SME,Local,Local,FOYLE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Chilltec Refrigeration Ltd,1528,7420,5892.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Chipmongers Lisburn,15000,15000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Chique Sport Limited,1652,4130,2478.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Chique Sport Limited,9900,69000,59100.0,Other,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Chique Sport Limited,798,1595,797.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Chique Sport Limited,36500,277000,240500.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Chique Sport Limited,1760,4400,2640.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Chocoloons,4800,6000,1200.0,Covid Support,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Christies Direct Ltd,48000,160000,112000.0,Other,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,5738,11475,5737.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,48000,346000,298000.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,29222,58443,29221.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,5668,11336,5668.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,45900,99000,53100.0,Other,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,3500,7000,3500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Christies Direct Ltd,2450,4900,2450.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Sensumco Limited,10000,20000,10000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Christies Direct Ltd,8000,25533,17533.0,Other,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Chromascape Europe Ltd,29250,197700,168450.0,Creating Jobs / Capital Investment / Business Development,2,United States Of America,Non SME,External,New,STRANGFORD,MANUFACTURING
Churchill Mouldings Limited,14660,29920,15260.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST WEST,MANUFACTURING
Churchill Mouldings Limited,4950,16500,11550.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST WEST,MANUFACTURING
Ciga Healthcare Limited,2400,8293,5893.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ciga Healthcare Limited,199413.39,598240.39,398827.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ciga Healthcare Limited,18018,42807,24789.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ciga Healthcare Limited,28000,70000,42000.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ciga Healthcare Limited,18000,56000,38000.0,Developing Overseas Trade Capability,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ciga Healthcare Limited,100000,900000,800000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Ciga Healthcare Limited,50000,100000,50000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Clinty Re-Gen Limited,10389,34630,24241.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,MANUFACTURING
Cilento Designerwear,10850,21700,10850.0,Covid Support,0,Northern Ireland,SME,Local,Local,WEST TYRONE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Cimpina Limited,15000,30385,15385.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,MANUFACTURING
Circadian Capital Limited,29164,48753,19589.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,FINANCIAL AND INSURANCE ACTIVITIES
Circular Group Ltd,27900,262000,234100.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Circular Group Ltd,1744,3487,1743.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Circular Group Ltd,4750,9500,4750.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Circular Group Ltd,10000,21500,11500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Circular Group Ltd,2475,4950,2475.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Circular Soccer,1500,3000,1500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,EDUCATION
Circular Soccer,1820,3640,1820.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,EDUCATION
Cirdan Imaging Ltd,410000,3027888,2617888.0,Creating Jobs / Capital Investment / Business Development,46,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,824683,2085065,1260382.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,2900,5800,2900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,2400,4800,2400.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,750,1500,750.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,92339,372180,279841.0,Developing Skills,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,62191.98,184369.2,122177.22,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,9438,18875,9437.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,8036,16071,8035.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,10000,23156,13156.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,4355,8710,4355.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,126417.14,403584.14,277167.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,123580.3,394499.12,270918.82,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,100018.2,415633.2,315615.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,100028.88,640800,540771.12,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,199000,2269189.5,2070189.5,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,286069.05,1344189.98,1058120.93,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,500000,2000000,1500000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Cirdan Imaging Ltd,149250,300000,150750.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
CIS Oncology Limited,600,1200,600.0,Developing Innovation & Technology  ,0,Great Britain,SME,External,Existing,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Civco Ltd,9540,109800,100260.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,MID ULSTER,CONSTRUCTION
Civco Ltd,2582,5164,2582.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,CONSTRUCTION
Civica NI Limited,426462,1294706,868244.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Civica NI Limited,391723,1416778,1025055.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Civica NI Limited,680253,2913341,2233088.0,Investing in R&D,8,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Civil and Structural Computer Services Limited,32000,80000,48000.0,Other,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,INFORMATION AND COMMUNICATION
Civil and Structural Computer Services Limited,2080,8900,6820.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,INFORMATION AND COMMUNICATION
CK Engineering (NI) Limited,11160,63600,52440.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING
CK International Limited,59586,215000,155414.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,7100,22010,14910.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,2500,5000,2500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,1960,4000,2040.0,Developing Skills,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,189306,613453,424147.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,60890,202968,142078.0,Developing Skills,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,28500,95000,66500.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
CK International Limited,13134,28799,15665.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Clinty Re-Gen Limited,99222,534780,435558.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,MANUFACTURING
CKS Catering Ltd,25000,25000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,WEST TYRONE,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Claim R&D Limited,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Clandeboye Lodge Hotel,23216,76241,53025.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH DOWN,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Clandeboye Lodge Hotel,10000,25200,15200.0,Other,0,Northern Ireland,SME,Local,Local,NORTH DOWN,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Clanrye Electrical Supplies Limited,12348,147160,134812.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Claraghlea Ltd,45000,537000,492000.0,Creating Jobs / Capital Investment / Business Development,9.5,Northern Ireland,SME,Local,Local,WEST TYRONE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Clarity Telecom,350000,350000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Clarke Facades,1248,2496,1248.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,2310,4620,2310.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,42066,345214,303148.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,8820,18000,9180.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,3160,9000,5840.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,3086,44075,40989.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,97500,972000,874500.0,Creating Jobs / Capital Investment / Business Development,15,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,92729,298966,206237.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,41596,177656,136060.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Facades,10000,20000,10000.0,Other,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,CONSTRUCTION
Clarke Millar Foods,4425,8850,4425.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Clarke Millar Foods,7880,26608,18728.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Clarke Millar Foods,21450,222500,201050.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Clarke Millar Foods,2636,7036,4400.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Classic Marble (Showers) Limited,39300,131000,91700.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Classic Marble (Showers) Limited,750,1500,750.0,Developing Skills,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Classic Mineral Water Company Limited,8070,30300,22230.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Classic Mineral Water Company Limited,550000,3748860,3198860.0,Creating Jobs / Capital Investment / Business Development,39,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Classic Mineral Water Company Limited,25000,68160,43160.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Classic Mineral Water Company Limited,32936,82341,49405.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Classic Vintage Motors Ltd,10500,10500,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Cleantec Equipment Ltd,25896,90400,64504.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,WEST TYRONE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Clearhill Enterprises Limited,1753,3505,1752.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Clearhill Enterprises Limited,2800,7000,4200.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Clearhill Enterprises Limited,6668,43671,37003.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Clearhill Enterprises Limited,3520,7040,3520.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Dale Farm Limited,242585,1067170,824585.0,Investing in R&D,0,Northern Ireland,Non SME,Local,Local,BELFAST NORTH,MANUFACTURING
Clearhill Enterprises Limited,6461,12922,6461.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Clearpool Ltd,49991,102213,52222.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,INFORMATION AND COMMUNICATION
Clearsky Brewing Company Limited,568,1135,567.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Cleaver Fulton Rankin Limited,6408,16020,9612.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Cleaver Fulton Rankin Limited,2940,6000,3060.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Cleaver Fulton Rankin Limited,2000,4000,2000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Cleaver Fulton Rankin Limited,2975,5950,2975.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
